Prospectus Type,Document Type,Last Passporting Date,Approval or filing date,Home Member State,Securities Type,ISIN,First Passporting Date,Last Update Date,National Document ID,Consideration offered,Issuer(s) Name / LEI,Host Member State(s)
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,16/08/2019,CZECHIA,,CZ0002006034,,16/08/2019,16329,,Wüstenrot hypoteční banka a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,03/08/2019,CZECHIA,,CZ0000302161,,03/08/2019,16303,,"Československá obchodní banka, a.s. -  ",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,01/08/2019,CZECHIA,,CZ0003522807,,01/08/2019,16297,,GEEN Development a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,26/07/2019,CZECHIA,,CZ0003522237,,26/07/2019,16280,,REDSTONE INVEST a.s. -  ,
Standalone Prospectus,Standalone prospectus,,20/07/2019,CZECHIA,Debt with denomination < €100.000,,,05/11/2019,U04517191101101050,,UNIPRO SPE01 -  ,
Base Prospectus,Base prospectus without Final terms,,19/07/2019,CZECHIA,Debt with denomination < €100.000,,,07/03/2020,U04517190719150649,,Českomoravská Projektová II a.s. -  ,SLOVAKIA
Base Prospectus,Base prospectus without Final terms,,19/07/2019,CZECHIA,Debt with denomination < €100.000,,,24/07/2019,U03982190722141122,,XP group a.s. -  ,
Base Prospectus,Base prospectus without Final terms,,18/07/2019,CZECHIA,Debt with denomination < €100.000,,,25/07/2019,U04710190723094201,,Family Investment Group s.r.o. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,18/07/2019,CZECHIA,,CZ0003522765,,18/07/2019,16103,,Europa Investment Property CZ a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,17/07/2019,CZECHIA,,CZ0003704785,,17/07/2019,16094,,"Československá obchodní banka, a. s. -  ",
Standalone Prospectus,Standalone prospectus,,16/07/2019,CZECHIA,Debt with denomination ≥ €100.000,,,20/07/2019,U04710190718102827,,"J&T ENERGY FINANCING CZK IV, a.s. -  ",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,13/07/2019,CZECHIA,,CZ0003522591,,13/07/2019,15937,,MAXI-TIP FINANCE s.r.o. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,11/07/2019,CZECHIA,,CZ0003522641,,11/07/2019,15934,,SMART BONDS a.s. -  ,
Base Prospectus,Base prospectus without Final terms,,10/07/2019,CZECHIA,Debt with denomination < €100.000,,,01/08/2019,U03982190711123651,,"Československá obchodní banka, a.s. -  ",
Standalone Prospectus,Standalone prospectus,,10/07/2019,CZECHIA,Debt with denomination ≥ €100.000,,,19/07/2019,U04710190717090700,,"Pražské služby, a.s. -  ",
Standalone Prospectus,Standalone prospectus,,09/07/2019,CZECHIA,Shares,,,13/07/2019,U03982190711123007,,Prabos plus a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,09/07/2019,CZECHIA,,CZ0003522443,,09/07/2019,15859,,EMTC - Czech a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,09/07/2019,CZECHIA,,CZ0003522450,,09/07/2019,15860,,EMTC - Czech a.s. -  ,
Standalone Prospectus,Standalone prospectus,,05/07/2019,CZECHIA,Debt with denomination < €100.000,,,06/05/2020,U04517190719122512,,"Bond Investment,a.s. -  ",
Base Prospectus,Base prospectus without Final terms,,04/07/2019,CZECHIA,Debt with denomination < €100.000,,,13/07/2019,U03982190711131824,,"e-Finance, a.s. -  ",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,02/07/2019,CZECHIA,,CZ0003522351,,02/07/2019,15798,,GEEN Development a.s. -  ,
Standalone Prospectus,Standalone prospectus,,29/06/2019,CZECHIA,Debt with denomination < €100.000,,,05/03/2020,U03982190701133633,,CARTAGE s.r.o. -  ,
Base Prospectus,Base prospectus without Final terms,,28/06/2019,CZECHIA,Debt with denomination < €100.000,,,19/10/2019,U04517190703133850,,MAXI-TIP FINANCE s.r.o. -  ,
Base Prospectus,Base prospectus without Final terms,,25/06/2019,CZECHIA,Debt with denomination < €100.000,,,02/07/2019,U04710190628091810,,"Hypoteční banka, a.s. -  ",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,20/06/2019,CZECHIA,,CZ0003522377,,20/06/2019,15820,,GEEN Development a.s. -  ,
Standalone Prospectus,Standalone prospectus,,19/06/2019,CZECHIA,Debt with denomination ≥ €100.000,,,24/06/2019,U04710190620100936,,RegioJet Finance a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,19/06/2019,CZECHIA,,CZ0000302120,,19/06/2019,15813,,"Československá obchodní banka, a. s. -  ",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,19/06/2019,CZECHIA,,CZ0000302104,,19/06/2019,15814,,"Československá obchodní banka, a. s. -  ",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,19/06/2019,CZECHIA,,CZ0000302112,,19/06/2019,15812,,"Československá obchodní banka, a. s. -  ",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,18/06/2019,CZECHIA,,CZ0003522294,,18/06/2019,15807,,UNICAPITAL Invest III a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,18/06/2019,CZECHIA,,CZ0003522302,,18/06/2019,15808,,UNICAPITAL Invest III a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,18/06/2019,CZECHIA,,CZ0003522278,,18/06/2019,15806,,UNICAPITAL Invest III a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,15/06/2019,CZECHIA,,CZ0003522310,,15/06/2019,15802,,SMART BONDS a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,15/06/2019,CZECHIA,,CZ0003521650,,15/06/2019,15801,,SMART BONDS a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,15/06/2019,CZECHIA,,CZ0003522393,,15/06/2019,15805,,Europa Investment Property CZ a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,15/06/2019,CZECHIA,,CZ0003522369,,15/06/2019,15804,,GEEN Development a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,15/06/2019,CZECHIA,,CZ0003522328,,15/06/2019,15803,,SMART BONDS a.s. -  ,
Base Prospectus,Base prospectus without Final terms,,14/06/2019,CZECHIA,Derivative securities,,,25/10/2019,U03910190618142203,,"Československá obchodní banka, a.s. -  ",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,13/06/2019,CZECHIA,,CZ0003520702,,13/06/2019,13904,,NWD Group a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,12/06/2019,CZECHIA,,CZ0003522260,,12/06/2019,15788,,EBM Partner a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,11/06/2019,CZECHIA,,CZ0003522211,,11/06/2019,15786,,Českomoravská Projektová a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,11/06/2019,CZECHIA,,CZ0003521510,,11/06/2019,15785,,SMART BONDS a.s. -  ,
Standalone Prospectus,Standalone prospectus,,07/06/2019,CZECHIA,Debt with denomination < €100.000,,,24/06/2019,U03982190610143041,,"JTRE Financing 3, s.r.o. -  ",SLOVAKIA
Base Prospectus,Base prospectus without Final terms,,05/06/2019,CZECHIA,Debt with denomination < €100.000,,,24/06/2019,U03982190605104022,,GEEN Development a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,05/06/2019,CZECHIA,,CZ0003521965,,05/06/2019,15780,,Guaranteed investment a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,05/06/2019,CZECHIA,,CZ0003521973,,05/06/2019,15781,,Guaranteed investment a.s. -  ,
Standalone Prospectus,Standalone prospectus,,31/05/2019,CZECHIA,Debt with denomination < €100.000,,,21/02/2020,U04517190604104941,,Trikaya Asset Management a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,29/05/2019,CZECHIA,,CZ0003522161,,29/05/2019,15773,,NWD Group a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,29/05/2019,CZECHIA,,CZ0003522153,,29/05/2019,15772,,NWD Group a.s. -  ,
Base Prospectus,Base prospectus without Final terms,,28/05/2019,CZECHIA,Debt with denomination < €100.000,,,27/08/2019,U03982190605102832,,Europa Investment Property CZ a.s. -  ,"HUNGARY,UNITED KINGDOM"
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,28/05/2019,CZECHIA,,CZ0003522179,,28/05/2019,15769,,"První Investiční, a.s. -  ",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,21/05/2019,CZECHIA,,CZ0003521957,,21/05/2019,15749,,EMTC - Czech a.s. -  ,
Standalone Prospectus,Standalone prospectus,,16/05/2019,CZECHIA,Debt with denomination < €100.000,,,03/10/2019,U04517190603063135,,"Natland rezidenční investiční fond s proměnným základním kapitálem, a.s. -  ",
Base Prospectus,Base prospectus without Final terms,,14/05/2019,CZECHIA,Debt with denomination < €100.000,,,17/05/2019,U04710190515130935,,Wüstenrot hypoteční banka a.s. -  ,
Standalone Prospectus,Standalone prospectus,,11/05/2019,CZECHIA,Debt with denomination ≥ €100.000,,,17/07/2019,U03982190514101751,,RSBC INVEST s.r.o. -  ,
Base Prospectus,Base prospectus without Final terms,,11/05/2019,CZECHIA,Debt with denomination < €100.000,,,24/06/2019,U03982190522122255,,Guaranteed investment a.s. -  ,
Standalone Prospectus,Standalone prospectus,,10/05/2019,CZECHIA,Shares,,,16/05/2019,U04710190514101901,,"Arca Capital CEE, uzavřený investiční fond, a.s. -  ",
Standalone Prospectus,Standalone prospectus,,27/04/2019,CZECHIA,Debt with denomination < €100.000,,,01/05/2019,U03982190429173151,,Rohlik.cz Finance a.s. -  ,
Base Prospectus,Base prospectus without Final terms,,27/04/2019,CZECHIA,Debt with denomination < €100.000,,,03/10/2019,U04517190509075600,,"První Investiční, a.s. -  ",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,25/04/2019,CZECHIA,,CZ0003521700,,25/04/2019,15686,,Českomoravská Projektová a.s. -  ,
Base Prospectus,Base prospectus without Final terms,,19/04/2019,CZECHIA,Debt with denomination < €100.000,,,07/09/2019,U04710190425102119,,DRFG Financial Management a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,15/04/2019,CZECHIA,,CZ0003521593,,15/04/2019,15660,,THE REMARKABLES a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,12/04/2019,CZECHIA,,CZ0003521585,,12/04/2019,15671,,Českomoravská Projektová a.s. -  ,
Base Prospectus,Base prospectus without Final terms,,05/04/2019,CZECHIA,Debt with denomination < €100.000,,,19/04/2019,U04710190417094311,,CEE Real Estate a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,30/03/2019,CZECHIA,,CZ0003521098,,30/03/2019,15482,,"DELTA Investiční společnost, a.s. -  ",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,26/03/2019,CZECHIA,,CZ0003704736,,26/03/2019,15285,,"Československá obchodní banka, a.s. -  ",
Base Prospectus,Base prospectus without Final terms,,26/03/2019,CZECHIA,Debt with denomination < €100.000,,,17/04/2019,U04710190402093331,,THE REMARKABLES a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,26/03/2019,CZECHIA,,CZ0003704744,,26/03/2019,15286,,"Československá obchodní banka, a.s. -  ",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,22/03/2019,CZECHIA,,CZ0000302013,,22/03/2019,15265,,"Československá obchodní banka, a.s. -  ",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,19/03/2019,CZECHIA,,CZ0000302005,,19/03/2019,15126,,"Československá obchodní banka, a.s. -  ",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,19/03/2019,CZECHIA,,CZ0000301999,,19/03/2019,15127,,"Československá obchodní banka, a.s. -  ",
Base Prospectus,Base prospectus without Final terms,,16/03/2019,CZECHIA,Debt with denomination < €100.000,,,13/08/2019,U04710190320153504,,"Premiot Group, a.s. -  ",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,14/03/2019,CZECHIA,,CZ0003521445,,14/03/2019,15077,,EMTC - Czech a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,14/03/2019,CZECHIA,,CZ0003521460,,14/03/2019,15079,,EMTC - Czech a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,14/03/2019,CZECHIA,,CZ0003521452,,14/03/2019,15078,,EMTC - Czech a.s. -  ,
Standalone Prospectus,Standalone prospectus,,13/03/2019,CZECHIA,Debt with denomination < €100.000,,,24/06/2019,U04710190313152645,,"Ondrášovka Holding,a.s. -  ",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,08/03/2019,CZECHIA,,CZ0000301981,,08/03/2019,14923,,"Československá obchodní banka, a.s. -  ",
Base Prospectus,Base prospectus without Final terms,,07/03/2019,CZECHIA,Debt with denomination < €100.000,,,24/06/2019,U04710190307163424,,EMTC - Czech a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,07/03/2019,CZECHIA,,CZ0003521346,,07/03/2019,14925,,UNICAPITAL Invest III a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,07/03/2019,CZECHIA,,CZ0003521361,,07/03/2019,14927,,UNICAPITAL Invest III a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,07/03/2019,CZECHIA,,CZ0003521353,,07/03/2019,14926,,UNICAPITAL Invest III a.s. -  ,
Base Prospectus,Base prospectus without Final terms,,28/02/2019,CZECHIA,Debt with denomination < €100.000,,,12/03/2019,U03982190308092141,,REALITNÍ FOND PRAHA a.s. -  ,
Base Prospectus,Base prospectus without Final terms,,26/02/2019,CZECHIA,Debt with denomination < €100.000,,,04/10/2019,U04517190228092646,,UNICAPITAL Invest III a.s. -  ,
Base Prospectus,Base prospectus without Final terms,,26/02/2019,CZECHIA,Debt with denomination < €100.000,,,03/10/2019,U04517190228094016,,EBM Partner a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,22/02/2019,CZECHIA,,CZ0003521239,,22/02/2019,14739,,Českomoravská Projektová a.s. -  ,SLOVAKIA
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,22/02/2019,CZECHIA,,CZ0003521247,,22/02/2019,14740,,Českomoravská Projektová a.s. -  ,SLOVAKIA
Standalone Prospectus,Standalone prospectus,,19/02/2019,CZECHIA,Debt with denomination < €100.000,,,26/02/2019,U03982190219141446,,ROLLPAP a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,19/02/2019,CZECHIA,,CZ0003704728,,19/02/2019,14526,,"Československá obchodní banka, a.s. -  ",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,08/02/2019,CZECHIA,,CZ0003521221,,08/02/2019,14515,,Českomoravská Projektová a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,07/02/2019,CZECHIA,,CZ0003521056,,07/02/2019,14474,,Českomoravská Projektová a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,06/02/2019,CZECHIA,,CZ0000301940,,06/02/2019,14512,,"Československá obchodní banka, a.s. -  ",
Standalone Prospectus,Standalone prospectus,,30/01/2019,CZECHIA,Debt with denomination < €100.000,,,14/04/2020,U03982190130113043,,Clever Monitor Financials a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,25/01/2019,CZECHIA,,CZ0000301924,,25/01/2019,14100,,"Československá obchodní banka, a.s. -  ",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,24/01/2019,CZECHIA,,CZ0003521114,,24/01/2019,14477,,DRFG Real Estate Financial Management a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,24/01/2019,CZECHIA,,CZ0003521122,,24/01/2019,14478,,DRFG Real Estate Financial Management a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,24/01/2019,CZECHIA,,CZ0003521106,,24/01/2019,14476,,DRFG Real Estate Financial Management a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,24/01/2019,CZECHIA,,CZ0003704710,,24/01/2019,14475,,"Československá obchodní banka, a.s. -  ",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,23/01/2019,CZECHIA,,CZ0003520991,,23/01/2019,14194,,DRFG Telco Financial Management a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,23/01/2019,CZECHIA,,CZ0003521007,,23/01/2019,14195,,DRFG Telco Financial Management a.s. -  ,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,23/01/2019,CZECHIA,,CZ0003520983,,23/01/2019,14193,,DRFG Telco Financial Management a.s. -  ,
